id,title,kind,synopsis,summaries,votes
120586,American History X,movie,scene beach car various young teen boy brother girlfriend loud sex next bedroom car black car house body sleep black car truck other house black man truck sexual position bedroom window man truck brother room cowgirl position man pistol middle door peephole door black man man other black man gun man other uninjured truck multiple truck window black man gunshot arm whip present time principal office office history teacher principal book report anti-Semitic gesture American flag toothpick mouth office offensive brother way course new history class next assignment due tomorrow morning paper brother next scene school bathroom black white boy teacher boy cigarette face white kid ground home school park black basketball scene white neighborhood black area journey suburban white kid vengeance-seeking white supremacist black drug dealer father firefighter job middle-aged white supremacist new movement suburban white youth culture father act racism black man other white natural leader brilliant orator suburban white new gang nothing afraid new craze popular icon legacy time jail night young car brother gun hand door last man upper teeth curb head police arrive fight handcuffed smile face assignment fact court brother brother degree murder sentence jail group protection black group white time jail minority non-white gang safe fellow white supremacist man group laundry duty black inmate other good black inmate gang day everything possible family enough same path necessary ready anything prison home white supremacist small large due influence legend night party old girlfriend white supremacy crazy anger office girl whole white supremacist thing game couple own argument face way gun side gun gun hand life prison change only thing white hope non-white race home paper room other wall white supremacist propaganda everything computer paper morning sunrise narrator end story sunrise paper ready meeting probation officer school meeting way last night hospital anything school way home front street audience fear same time bathroom class bathroom gun number blood bathroom stall ground lifeless bathroom body only voice narrator closing statement paper brother conclusion conclusion baggage short time worth good paper quote someone strong guy passion affection mystic memory nature image sunset,former neo-nazi skinhead brother same wrong path::prison black steal truck brother narration skinhead leader violent white supremacist gang racial crime fresh prison gang same violent path::ex neo-nazi ex-con real product subtle upbringing environment jail little brother same hateful life::skinhead leader white supremacist gang black truck prison time life hate prejudice gang normal life previous brother::prison brother same web racism prison line duty minority view prison good bad race task enlightenment::brutal skinhead prison murder black truck prison brother brink brother similar fate,929684
120587,Antz,movie,worker many life earth day bar friend royal inspection general mandable queen war sole survivor termite war coloney hero pair way many other way arival coloney ten way coloney pair mandable store coloney anyone pair Plan great story line,neurotic ant totalitarian society affection princess::anthill worker ant insignificant conformity system beautiful similar problem other end social scale order friend hero course ambitious fianc way ant society superior strong race inferior to-be-eliminated race unaware dangerous situation oppressive system place food::worker-ant own individuality communal work-ethic ant colony ant-Princess social ant colony treacherous evil entire worker population individuality::worker ant totalitarian hive society attention friend soldier ant princess war parade hero idea individualism hive::worker ant life monotonous routine night bar female princess order battle adventure life princess evil general own identity::ant colony individuality ant friend day adventure possible,137263
120591,Armageddon,movie,narration history asteroid impact asteroid wide extinction-level event life narrator such event probable satellite orbit meteor shower entire crew several other world asteroid size hour planet cooperation Russian French space plan nuclear bomb precise point asteroid surface mission public panic world deep-core oil driller drilling daughter young rambunctious member crew daughter oil driller blue collar life dire situation grim scenario job job other astronaut own oil-drilling crew job grim situation world -day program mission pilot pilot other shuttle massive tank-like drilling rig proper equipment meteorite city tsunami asteroid mission world dock Russian space station liquid oxygen propellant problem full flee station Several high slingshot procedure hour asteroid asteroid wake debris main own oxygen supply bay huge piece debris cockpit pilot decompression shape hell question loud body front window loss crew asteroid crew surface target area hard iron difficult team several unexpected first drill-head few transmission new board crash intact signal vehicle screen jump massive gorge asteroid signal communication mission hold crew depth work bomb surface explosion bomb timer surface explosion sufficient asteroid time controller uplink detonator controller security timer re-activated bomb timer 'Secondary device surface matter bomb job machine asteroid gas vent process radio report mission panic humanity end world massive meteoroid city crew light side visor vehicle cliff second driven site charge necessary depth team nuclear bomb hole rock storm storm crew member bomb remote detonation useless team someone bomb home elevator bottom air supply place engine failure rescue shuttle main message daughter video full support final goodbye thank-you bomb deadline Earth cost own life massive heading home ground place world asteroid threat return fire former wife stripper night mission gratitude admiration father bravery selflessness end roll former wife front row other crew,asteroid size month misfit team core planet::day few satellite series shuttle asteroid size planet asteroid asteroid irrelevant military nuclear warhead asteroid asteroid warhead man oil driller group misfit drill team space excavation out space asteroid::Due shuttle unfortunate demise outer space aware doomsday asteroid collision course way course surface nuclear under-funded resourceful team world job social order world information public hysteria high-ranking effort team deep personal humanity last chance::giant global-killing asteriod new plan rock help deep core driller asteroid plant nuclear bomb time own oil drilling crew::huge earth big piece cloud small main rock size little big collision earth team main comet special drill mission nuclear explosive device explosion bomb earth task certain dead line earth::small asteroid size collision course deep core driller world asteroid drill center nuclear warhead ten own team job team own daughter,363543
120601,Being John Malkovich,movie,unsuccessful unemployed puppeteer marriage pet-obsessed wife employment filer strange low-ceiling floor building strong love co-worker paperwork portal filing cabinet mind actor able fifteen ditch adjacent portal business new business venture portal experience transgender dinner residence room time date other fashion other wife mind puppeteer able head actor paranoid friend building portal world everyone portal next date body experience relationship help aware portal body time body ripe portal next host portal right time body ripe body present time portal body ripe plan several able difficult date body control body world-famous puppeteer art puppetry period time relationship distant pregnant time body ripe portal next host draws demand body source fall portal travel childhood turnpike body fall other bar fight body control portal portal next host other portal next host baby child collective mind plan,puppeteer portal head movie star::animal lover pet store clerk marriage able living profession ability next level job file clerk off-kilter five-foot tall floor office building filing work area hidden door portal mind visit portal fifteen person ditch life portal evaluate own self confident portal money opportunity mind office visit anyone portal ability mind entire experience fall composite ability mind question ultimate psychedelic trip something right world::much luck someone black eye job file clerk company office tower high arrangement odd work shift bizarre cabinet tunnel actor aware portal::puppeteer job low-ceilinged office askew colleague frank portal hear commercial interested portal road success puppeteer interested portal::puppeteer doorway office portal famous actor mind portal mind odd great discovery century ultimate question money co-worker discovery haywire,284747
120603,Beloved,movie,story former living film angry poltergeist angry spirit home time daughter old friend plantation many house angry spirit head-on ground everything house mixture equal share painful past passionate sex bedroom young woman deep sleep tree clean black silk dress immediate mysterious stranger house other hand suspicious someone long way clean such soft well-maintained visitor food voice croaky disuse name social isolation result house happy many young woman night import confession house young spell powerless mind baby age proposal co-worker many old newspaper pocket story flashback brutal instigation owner several farm wife field massive tree-like scar pregnant fourth child paternal grandmother night husband way rendevous cross husband path kind white woman numerous child baby river house husband mother house happiness short-lived fact house attempt slavery desperate own past daughter throat unconscious air baby head ground revelation poltergeist baby dead something other much front warm fireplace hum familiar melody song song point re-incarnation dead daughter mix elation guilt money elaborate money destructive Several malevolent presence living house complete squalor complete nervous breakdown job process little food pregnant encounter withdraws spiritual manifestation inspiration grandmother strength house last seek employment order mother previous mentor school young boy mother violent act unable domestic basket food everyone church predicament food home white related pair due crime pity night shift care mother daytime main source mother dilemma odd behavior problem local daughter plan action woman murder crime other something such terrible past future own mother mind demon home new job block ice mind household nothing chip ice porch large group survey home gate utter loud house sort peace window house ice pick dress old quilt door round thick unkempt hair face positive effect reality eccentric form opposite reaction white attire hat mustache main source traumatic life concealed ice pick mother order spirit oblivious everything way loss mother pray porch nothing old quilt front open door marketplace transformation confidence maturity sincerity opinion own tutelage student mother room day careful room deep malaise departure care point thing fact own thing,book mysterious young woman::old daughter strange girl name strange::couple strange autistic person house couple woman previous daughter couple daughter work::former post-Civil war era past desperate freedom home restless ghost close mysterious woman life turmoil::brief freedom psychological presence former daughter stolid hard society former family house young woman age childlike effect new maturity,6619
120604,Beowulf,movie,post apocalyptic future th century perimeter nameless castle nameless murderous cult castle woman kingdom cult warrior cult leader castle woman cult castle guilt daughter converse dead husband something guard unkind blacksmith night master blacksmith jealous interest night mysterious woman face sexual intercourse church protection chest open process beast sex woman something new weapon husband drunk husband life arm weapon battle night romantic other son god thing evil woman cult castle everyone castle mysterious woman mother witch monster torch control castle ground,land battle hideous creature vengeance mother::post-apocalyptic future story th century epic poem monster medieval castle story wanderer man-eating creature night daughter husband master::medieval land outpost army alive flesh-eating creature outpost arrival mysterious mercenary outpost ruler help daughter family husband death son dark secret presence own battle mother love::castle future army ring quarantine place nobody place strange man day man helpful threat night shapeless blur sole intent dark secret fatal small first beast courage few day,10512
120611,Blade,movie,story pregnant woman hospital neck type animal emergency baby boy alive young man car attractive redhead nightclub slaughterhouse doorman Russian young man club man club sprinkler system everyone audience everyone club vampire menacing figure black-leather trenchcoat figure awe first look vampire killer shotgun fire gun disk jockey dead heavyset vamp wall fire last member club human man vampire bite live escape police arrive local hospital morgue technician blood number jaw test life hideout help mentor elderly man solution garlic essence silver nitrate chance group attack club extent property vampire food source vampire peaceful co-existance particular pure-blood ie vampire bite arrogant unnecessary attention vampire morning type serum course skeptical hunt- allergic garlic vulnerable sunlight ultraviolet particular car new flashlight night type vampire mace garlic silver small spray cannister apartment town police officer hospital last night pretext policeman officer familiar bug-eater human slave vampire series vampire glyph officer neck mark free vampire club hunch new underground club confrontation morbidly-obese vampire record keeper ancient vampire particular ritual creature giant light part hard drive vampire vampire group hand information own amusement radio link whole time hole wall fire subway system other hand board subway car serum vampire negative something different vampire club new alliance doctor angry throat girlfriend hideout history baby scene mother vampire homeless unique birth hybrid human vampire garlic silver open nickname other strength other vampire thirst blood serum body own history night home vampire family vampire alive middle cancer treatment order war cure ineffective vampire few hospital cure first item anti-coagulant formula violent reaction mixed vampire blood use second failure capture alive order other long time entourage beach sunrise elder vampire gang sunscreen black clothing motorcycle death sun project attempt cure sure new formula unsure vampirism stronghold vampire emotional scene suicide many blood final room hideout lone woman mother reborn vampire hostage vampire mother pregnant location temple ritual despondent miracle cure cure strength thirst human chamber berserker vampire sort mindless zombie briefly ritual large torture device blood ritual mace weak way time blood other choice heart bone way vampire trademark sword vampire marital-arts fashion fire shotgun silver fast gun hand-to-hand combat garlic mace mouth head gory mass blood arm half effort serum dependent hunt packet massive shower blood cure many other additional efficient serum movie hunt Russian-speaking country,half-vampire half-mortal man protector mortal race evil::world earth goal goal world vampire evil vampire bite beast hideout vampire master huge surprise human population::mother vampire pregnancy son special gift good vampire combination human vampire hunter revenge mother death major organization special blood blood god order human::life-long friend battle mother vampire none day walker addition new evil blood god world,221540
120613,A Walk on the Moon,movie,summer moon flower big concert family vacation holiday mother young attractive life pregnant young age absent busy television repair company television time moon day camp love intense life passion adventure first boyfriend concert girl mother father field knowledge infidelity marriage salesman dance,world young housewife affair free-spirited blouse salesman::summer moon great concert holiday Jewish family vacation mother young attractive life pregnant first loving relationship father absent television repair business day camp selling intense life passion escape deep impact::moon family summer camp Jewish fish-bowl square decent wife mother camp son pregnant youth date first period own sexual awakening blouse man peddler camp affair,7379
120616,The Mummy,movie,circa high affair mistress strict other forbidden tryst murder monarch involvement burial corpse desert resurrection ceremony ritual soul sacrilege alive curse tongue alive swarm flesh-eating ritual immortal plague high security sarcophagus statue strict surveillance palace immortal wave destruction death final stand force final retreat city group presence desert librarian intricate box map brother map way city wealth museum curator myth map prison able location city deal location exchange release prison warden treasure warden insist order investment board ship expedition city American treasure former location city journey boat box map expedition map boat entire party other treasure procure nearby market way city same time other party due city separate chest statue several booby-trapped acid spray solid gold book capable life team tomb statue box function key tomb prison warden pain decorative scarab real scarab body way brain wall quiet romantic mood warrior stand-off stick dynamite everyone evil city day respective sarcophagus gory team chest spite lid everyone black canopic jar loot book scene curse night tent key page aloud first plague swarm terrain everyone city entire group giant army loose everything path tongue body everyone catacombs group death destruction thing city way entire group life plan fault responsibility afternoon next plague water blood group body own invulnerable presence cat room dust storm second plague violent city room safe guard doctor chamber empty swarm room body guard bedroom keyhole sand enter scare cat group museum museum curator member secret society resurrection map underworld immortal body sudden solar eclipse haste black life gold high priest group museum location gold book statue moment large group next plague spell museum museum car pursuit exchange life rest flee help fighter pilot sandstorm plane huge sandstorm plane emergency crash new area ful battle mummy way statue group inscription book order group inscription command anger counter-curse immortal soul mortal mummy world revenge treasure ancient booby trap sand race exit gold book swarm flesh-eating sand help pair treasure,archaeological dig ancient city American French mummy havoc reincarnation long-lost love::English librarian interested archaeological dig ancient city death brother unaware group interested same dig everyone group dead awake lot::American tomb ancient mummy place order team artifact creature plague world::punishment mistress alive treasure final vengeance world::group stumble tomb group body one-time lover mistress group life fatal::ancient high priest forbidden relationship stab trustworthy suicide curse alive city thirty-six exact adventurer brother keen legendary Egyptian lot historical knowledge ancient group careless free eternal prison ancient high priest dangerous enemy massive threat today world life body world crowd able tyrannic dictatorship,360273
120623,A Bug's Life,movie,small island large tree colony food arrival industrious new colony labor colony old-fashioned way only way young colony sister next line throne time approach colony anthill intent offering last offering stone platform collapse piece machinery food stream arrive nothing anthill leader offering season due meeting brother afraid brother last leaf colony trouble food request sustenance colony tribunal trouble group new idea colony colony instrumental bad idea search long time council request trouble part region motley crew circus flea well-attended audience desperate new act call crew act miserable spot next day big city way bar tough attention group small gang huge member valiant effort medieval bar fight aftermath perfect colony case group talent help group group dinner trouble bar owner first unsure ladybug group party honor group tribute art group war group mutual circus bird daughter sister bird trust process ruse troupe attention hospitality bird encounter artificial bird leader bird former ringmaster deception food new offering meager arrival control entire colony winter store food plan queen search warrior colony original plan artificial bird fire thug retaliation entire colony colony water large chaos actual bird real bird bird attention bird time colony couple troupe last grasshopper employee new princess crown circus troupe watch farewell branch,misfit ant colony greedy group circus troupe::annual pace huge colony piece food island group misfit inventor ant offering pile devious leader food fact colony world search group group circus control island true hero::season greedy share food colony day annual offering much food compensation misfit ant warrior battle group circus troupe::good gracious daughter helpless absurd annual opportunistic mindless year bad terrible catastrophe frail balance resourceful young ant hopeful inventor mighty army genuine miracle defenceless colony rapacious hard life bug day::year bunch ritual part fate day spring offering preparation inventor ant whole river second chance food fall willing due double misinterpretation circus everybody new hope little time new plan::year year bug accident river last chance food season help crew,242645
120630,Chicken Run,movie,troubled middle-aged couple own chicken farm town ill-tempered pair slow manual work coop style camp accountable number leader numerous contraband pair coal bin solitary confinement coal bin time roll call next day week death dinner desperate plan feed own couple farm catalogue ambiguous method something wrong other route fence something other same night coop cockerel fence coop other first half poster picture circus coop other purpose progress large pie-making machine farm food intent other honesty other chicken other depression announcement party radio party pie machine complete subject first test machine machine time escape cockerel doubtful respect old badge tribute farm next day second half poster stunt cockerel cannon revelation order other airplane chicken personal race time plane work pie machine plane coop open revolt ramp plane airborne plane unconscious ramp attempt controversial ad chicken fence tricycle face senseless plane gear plane plane rid own way hatchet string crash pie machine safety pie machine pressure barn entire farm door top epilogue bird sanctuary comfort new fall love other couple own chicken farm other chicken egg film closing,cockerel chicken farm opportunity evil::eventual certain death chicken farm rooster evil farm fellow great escape murderous farm doom::farm week attempt time American rooster farm way trade time::comedy escape drama touch passion sinister farm film turbulent romance farmyard freedom plan war style escape::'claymation adventure creator main chick farm certain many rooster key freedom::capable incompetent night chicken axed gate rooster air cocky freedom fact exchange circus deal advantage situation organizer process machine last,160597
120631,Ever After A Cinderella Story,movie,pair glass proof real story old father wealthy th century french landowner home new wife heart attack care servant own house little kindness sympathy mother sister treat contempt prince horse manor castle royal guard order marriage thief mercy aback lenient silence horseback old man man old man way royal court artist residence horse money courtier old servant time defence behalf beauty intelligence spirit name mother name title home deal ball time midnight engagement girl choice engagement spanish princess invitation royal page deal page information marriage ball dress part dowry permission ball falsehood disgust swim water pretence dinner several news tennis match ball town lascivious middle-aged man support stall chicken,arrive home many fable cinder girl true story ancestor flashback story eight-year-old daughter wealthy th-century landowner new wife heart attack servant trio encounter marriage interest court patronage advice heart::sudden death father servant new new kind other horrid happy strong-willed young lady day handsome own home nice da hand round::heroine stepmother way other horrible family prince help godmother da hardship prince::sole daughter French nobleman servant stepdaughter cruel snobbish own day future king little noble person prince time interest young day prince marriage official bride hand stepsister race power true love genius hand::true story strong fiery daughter dead nobleman servant day servant escape eye unlikely person prince fall love ruthless daughter bride kind stepsister side love prince servant girl,63930
120633,A Civil Action,movie,synopsis same way real life news contain plot true story successful personal injury ambulance chaser lawyer big case case livelihood entire main action other main own narration outlook successful true story end movie potential appeal true pre-credit roll true-story such big case cancer-causing industrial solvent water table many decade parent company chemical invention company charge,tenacious lawyer case major company responsible several due town water supply risk firm career::tenacious lawyer group non-profiting case major environmental issue lot impact potential production company responsible several leukemia main employer area company course major sum compensation company company easy battle mere survival::leukemia large toxic water supply case financial career suicide::cynical lawyer rid case worth case obsession extent willing everything career order case::successful lawyer own entrepreneur humble bachelor nice car nice house career huge founder practice lucrative law firm case settlement giant food conglomerate accusation responsible cancer rescue case park fortune name firm class action lawsuit firm case ambition career case prosecution defense case life price,25479
120647,Deep Impact,movie,Deep starry night sky camera amateur faculty club male student student party teacher brighter dimmer star bit south other sure star satellite professional astronomer club brief argument unidentified star uncredited work observatory work station packet photograph unknown star cover letter stellar computer object observatory fact computer position trajectory screen curious expression look severe worry concern orbital interpolation graphic monitor path small display solar system large dot third elliptical line sun icon floppy disk computer mail server information minute server desperate hurry floppy packet own surname surname floppy drive observatory jeep road call cell phone phone technology year several system big-rig truck road driver cigarette country music sleep-deprived high-sugar soft pre-occupied call live person phone road driver cigarette mouth lap pain lap ash cigarette truck shine truck trailer swerve jeep road envelope seat beside window jeep incline year news report conference room small team news resignation wife sick team number unpopular seat team trouble small wife sick alcoholic connection news team idea price governmental connection news team correspondent direct supervisor ladder crush advantage information point possibility recently-vacated anchor position late-night weekend news broadcast replacement anchor conference bit time weekend news resignation desk next day mother lunch courtship woman fact age difference such stepmother young twin morning assignment longtime former assistant secretary bitter position successor former position governor federal pool wife job special secondary private telephone line office day woman name conversation news small boat young adolescent daughter suspicious news story wife ill name cameraman camera reason resignation humanity family private voice recorder personal log affair rap own reputation credibility significant financial compensation black car hard car immediate other formation car car second time intent exit highway car exit re-merge highway setup road car stop car front further motion open driver-side door vehicle own car kitchen kitchen chief advisor project creation bomb secret kitchen unenthused attitude national security stake name administration money federal budget story sense nation interest water point deal press conference second-row seat major bump current job presidential favor something dream threat national security press question conference desk news internet research search engine result paleontology department university list link grim truth kind severe global-level catastrophe such extinction result massive comet meteor strike able monitor display father meeting pair pearl present ice cordial relationship bit bitter beautiful woman vocal mind coldness day press conference correspondent seat first question hurt podium announcement comet year comet large large human existence chance impact year whole fiasco due secret joint project government orbit earth massive spacecraft completion spacecraft nuclear orbit direct contact video conference mission spacecraft pilot medical officer navigator Russian nuclear physicist engineer veteran spacecraft surface nation stern material normal few world way life possible floor first question crew frenzy coverage conference conference privilege third question everyone whole story anyone resignation true comet time family much time country devotion personal career comet next year everyone face conference human survival stake life humanity potential catastrophe reporter year government story family home conference much alive home family door whole neighborhood home story death school likely credit discovery celebrity status small garden party look day day husband young daughter wife pregnant first child fianc e affinity church twin young adulthood senior official mission control director facility talk rest crew little actual space flight experience young boy mission rotational period hour window sun section time sun segment dangerous volatile gas comet interior crew hazard crew bar other crew reputation last astronaut moon mission public move familiar face table other experience simulator training video game actual mission actual experience spacecraft actual landing surface space shuttle orbital station news crew construction prototype nuclear propulsion system code-named nuclear warfare propulsion system comet advance close departure news conference ongoing coverage mission role shock news anchor position coverage program story comet great deal national status large envious streak crew approach awe true size main spacecraft propulsion system surface plant nuclear suit helm analogy boat part mission surface analogy news program coverage event everyone interference rock gravel gas comet video transmission picture everyone station coverage air next hour mission program mother pregnant second child veritable minefield tail large few ship minor damage fire tether land intact comet surface cargo bay surface crew comet plant countdown half part explanation next procedure mission mechanical comet kiloton nuclear total mission unable comet surface hour half sunrise spacecraft news office scientist sun portion surface temperature enough pressure gas surface mission comet surface deep warhead surface shaft stuck mole other time pressure able spacecraft liftoff sunrise craft mole crew extraction much spacecraft module fuel supply much fuel surface mole crew time mole proper depth stuck shaft natural cave-like fissure interior mole side mole crew mole module limit spare fuel insistence module mole tether cable crew horizon minute sunrise counting surface horizon surface solar crew time race surface gas jet visor full brilliance sun visor rest crew cable landing module safety outgas jet full force surface frantic mole crew open space rest crew module order cargo full video feed transmission grim news wife news rescue mission entire population news coverage studio summary career tribute sacrifice mission command booster propulsion unit nuclear everyone blast effect video transmission able nuclear countdown complete nuclear shockwave video audio transmission office cabinet number military phone member air news country detonation large chunk wide large catastrophic damage planet own right chunk six-mile main piece able radar condition status unknown contingency place moment comet discovery entire joint nuclear space comet main body chunk close military comet current course shelter limestone shelter able animal plant life dust shelter food water human music art literature other physical culture planet pre-selected participation month national lottery additional final martial law military tandem state city law enforcement strict midnight effect minimal road travel local property usual national norm Other similar manner country lottery procedure human side segment prayer human survival news program air procedure lottery th social security general lottery age body pre-selected society due particular study old news broadcast lottery report civil defense place underground instruct food water stock manner shelter pre-selected report lottery tenth unofficial travel evacuation military site report home phone mother call family pre-selected father house case phone clear instant rift board state long-range hazardous due damage spacecraft life-support function re-establish contact propulsion module intact order advance risky damage spacecraft command module radiation sickbay race home walk park month impact fate comfort contribution preservation human guilty pre-selected national status well-respected news anchor nothing peace happy house motorbike quizzical use porch portable TV news coverage impact society total anarchy rental operator over-gouge vital outlandish angry mob shop store enforcement free-for-all looting unable volume bar board home question hill school good news local civil defense eligible participation evacuation news influence fame play point whole family population law enforcement fire order local shelter makeup formal dress jewelry beautiful civil justice baby baby sister desk deep contemplation comfortable armchair head tilt infirmary stable injury company talk nickname name sturgeon day bond novel amusement th pre-selection lottery street military side side minimal identification marriage license bus official everyone board horror list bus official anyone bus list father bus time young board bus short distance phone call daughter everyone repeat question grim body jewelry cause death own life final death peaceful painless body jewelry street bench rain sky car home protective rain clothing nothing pent-up frustration place own life home mother father cab family everyone bus frantic watch something pursuit something proof orphan several family house child photograph family nostalgic old day question ride number loft private truck radio broadcast missile strike impact air news report missile strike visual country military radar course direct impact news first time pullover shirt sweater dress shirt tie course direct impact massive inevitable dire impact fragment comet short distance massive tsunami speed sound coastline several east coast everyone westward main body comet land several full impact dust debris sky effect similar winter surface plant life animal life board last option plan nothing fragment main comet hope survival large fissure vent surface interior comet sun ice hole nuclear vent small kind catastrophic damage intact comet manual arming order bomb low life-support propellant fuel cargo bay second landing surface surface silence grim expression none plan suicide mission interior crew crew grim reality fate enough audio briefly nuclear news final news team last helicopter room pilot news crew helicopter high ground alternative short stick preschool-aged daughter bicycle house family dog garage key motorbike rush city traffic standstill news board helicopter something desk crew likelihood danger low frantic rush fate nursery last few safe frantic other crew minute helicopter anguish roof mother helicopter place amazement life time issue rooftop desk search time half seat motorcycle head baby harness chest baby baby ground time deaf side house family house last tsunami beach ocean day peace own death decision life fragment atmosphere impact race coastline titanic mushroom cloud point impact dark air tsunami race eastern coast beach house brief sob fear head chest tsunami coastline devastation obligatory scenario final shot city underwater broken-off head dead basketball coast mad rush ground few wait other final moment comfort part small crowd road ground final interception final husband daughter fianc e standby wife route active duty quiet prayer late wife last final control room tow control room nick time baby son husband emotional farewell warhead trajectory final interception other closing vent interior tiny baby sister group several dozen top hill tsunami firework-like light show sky story speech huge crowd ocean basin incalculable human way life camera final shot building reconstruction cheer,comet::background government wife ill health secretary affair someone strange reaction story fact previous year high school student astronomer collision course joint US-Russian team special place future mankind space mission many future::comet collision course earth survival select order human race alive::teenage astronomer teacher discover night comet direct collision course earth teacher car crash existence need space mission mission close earth special government lottery-of-fate select ordinary other population extinction comet::young man part school astronomy club something sky picture adviser car year reporter member cabinet family everyone year something comet course problem comet big life planet government few vessel reason member plan young man hero crew comet,149064
120654,Dirty Work,movie,small town social crap anyone father school young gun possession guard pedophine kiddie-fondler act glue teenager single mother father revenge spiteful meter popcorn car radiator neighborhood dog homosexual dog way dog gay homophobic theme movie film adult adult adult early s crap anyone group college local hangout bar frat police late hospital heart attack heart transplant gambling-addicted transplant list under-the-table bribe money way construction site job hallougenic movie theater abusive manager slow-witted overweight wise-cracking revenge premier film Other gay film parody house other own business open revenge-for-hire business lucrative unscrupulous local property developer apartment owner new girlfriend note tape recorder confession revenge tape elaborate trap army homeless nose-less friend hallucinogenic father night opera present confession theater sound system public image end stomach dog skunk girl heart transplant habit angry,success revenge-for-hire business::problem job way money business,21924
120655,Dogma,movie,film elderly homeless man mysterious pre-teen street hockey gear nearby town presentation church various image new uplifting symbol re-dedication century-old church sanction anybody church day re-dedication ceremony clean slate attention terminal newspaper re-dedication former death position eternity place willing plenary indulgence loophole situation plan good side position death hit various way crisis faith husband disease uterus abortion clinic pro-life date favor job demon charge demonic Stygian house homeowner home central air last night ready bed messenger plan problem plan power plenary indulgence loophole infallible existence church support reluctant first course conversation situation real car apartment parking lot late night meal local diner drug fictional town various feature so-called sex stick-shift car wrong gear morning middle home mysterious African American man sky road man apostle black exchange trio true color black strip club gay group beautiful muse-turned-stripper happy failure something powerful boardroom production fatal everyone room everyone woman innocent blood death strip club theological discussion woman group demon human excrement so-called voided waste dead demon waste club gangster rap group odor-eliminating spray group road shit demon attempt bus unable church low profile many discussion drunk someone plan crazy train step parking garage night serious plan plan epiphany patience unfair plan choice existence way conflict same time train trail seriousness situation task truth last last living relative information much mission name news same way courage mission local restaurant periodic human form coast group idea re-dedication ceremony loophole group story ceremony place golf bar Stygian bartender group hostage church re-dedication ceremony everybody blood unwilling everyone ceremony rapid machine bar everyone plan war traitor few way impossible plan passage forgiveness day human church existence willing everyone golf club stole cardinal challenge stupid decision golf club instrument golf game knowledge sink bar team holy water group church church scene bloody massacre church human other old mass slaughter idea church die everyone present ammunition front church sky group church aware mission treatment unfair goal existence experiment old group machine gun human news homeless man man life support able hospital man life support system body force spirit body powerful large wound church door everyone dead plane existence forgiveness mouth head everyone happy dead body happy everything okay profane cheek dopey smile face immediate area few death destruction blood everything faith pregnant repair complete film sex safe third trimester,abortion clinic worker special heritage existence humanity loop-hole reenter::abortion clinic worker special heritage fabric universe way help way::abortion clinic worker special heritage unlikely unknown th voice church jubilee church open part transgression slate clean wrong fallible v infallible existence::abortion clinic worker special heritage church existence know thirteenth apostle literal muse bad-mouthed mall-crawling joint-smoking ex-muse demon group goal revenge::mischievous boot problem humanity abortion clinic worker special heritage th stripper muse mischievous mall band,196144
120657,The th Warrior,movie,award-winning author best-selling novel th story representative powerful band journey coerce mist ferocious foe personal battle illusive mist black night flesh dawn second millennium city center civilization protection young prominent position dangerous relationship beautiful young woman emissary distant land caravan mentor manservant band wanton sexuality angular disregard cleanliness cold-blooded human old soothsayer death cast band journey th warrior place hero menace eleven foreigner land sea land enigmatic courageous love love frequent tormentor group northern elderly young wife treacherous son unable enemy rampage,man wrong woman diplomatic mission distant land ambassador village port mysterious threat distant land::diplomat band savage time fearsome historical adventure emissary route gang intelligent well-mannered rowdy unpleasant lot unquenchable appetite food alcohol time understanding respect society leader homeland word invasion huge pack bloodthirsty anything path flesh::land emissary love wrong woman journey caravan camp night next day young boy camp homeland everyone way thirteenth warrior man north comfortable strange north impossible battle enemy,109501
120660,Enemy of the State,movie,legislation surveillance law enforcement bill invasion privacy bill own career clear syringe neck rogue plant bottle heart medication body death heart attack hand such number video camera wildlife researcher goose migration area entire incident murder news sudden heart attack false word friend anti-war activist underground journalist unaware tape video camera murder tape computer cartridge tape satellite old friend labor lawyer store shopping gift wife meeting mafia labor union line ire videotape union violation parole week name source business card cartridge murder footage shopping bag knowledge bike busy street firetruck business card body journalist video knowledge sensitive access warrant unbeknownst son device next day house tape plant personal plant audio video house false story love affair old girlfriend intermediary contact source mafia tape law firm house wife hotel night credit somebody case trouble mafia tape fake murder footage stranger agent hotel man agent real chase hotel roof process robe janitor storage closet fire fire alarm hospital inhalation cop gun ambulance tunnel able relay security person street sweeping home able wife affair everything son team murder hotel apartment contact murder video attack team phone call nearby convenience store contact aftermath Iranian family suggestion guerrilla warfare rogue covert technology supporter surveillance bill similar affair illegal operation top brass plant evidence affair wife attention meeting plan conversation conspiracy tape able evidence apparent order conversation leader mafia family tape Italian restaurant movie surveillance tape meeting union tape question murder situation standoff latecomer agent staff few rogue conspiracy plot legislation custody involvement interview bill legislature home wife tropical location friendly message television set,lawyer target corrupt politician key evidence serious crime::mild-mannered lawyer trail kingpin politician new surveillance system murder tape taper team guy tape unbeknownst life life wife job man something government plan life::successful lawyer target treacherous official evidence murder man former government operative surveillance expert::successful labor lawyer beautiful wife adorable son nice house turn surreal chance encounter old friend evidence politically-motivated murder treacherous official contact former government operative surveillance expert way::lawyer old pal trouble pal disc something setup main suspect gruesome murder several trustable contact victim fire murder case suicide congressman disc proof time destination party::successful gutsy labor lawyer old college friend big hurry friend disc footage political assassination senior advisor politician possession vast investigate public run survellience technology available step cause mess,210472
